Nom_arrond,Invent,no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Injections,x,y,longitude,latitude
Ahuntsic-Cartierville,R,1900,"Prieur Est, rue","Séguin, rue","Charton, avenue",,FRPE,2016,292712.101,5047813.5,-73.65486749,45.57012595
Ahuntsic-Cartierville,R,1920,"Prieur Est, rue","Séguin, rue","Charton, avenue",,FRPE,2016,292719.756,5047827.5,-73.65476976,45.57025206
Ahuntsic-Cartierville,R,1780,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,2016,292623.015,5047643.875,-73.65600461,45.56859807
Ahuntsic-Cartierville,R,1850,"Prieur Est, rue","Papineau, avenue","Cartier, rue",,FRPE,2016,292670.336,5047739,-73.65540072,45.56945485
Ahuntsic-Cartierville,R,1850,"Prieur Est, rue","Papineau, avenue","Cartier, rue",,FRPE,2016,292672.807,5047744,-73.65536919,45.56949989
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Charton, avenue","Hamelin, avenue",,FRPE,2016,292721.35,5047861.218,-73.65475017,45.5705555
Ahuntsic-Cartierville,R,1720,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292570.141,5047543.016,-73.65667948,45.56768958
Ahuntsic-Cartierville,R,1770,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,2016,292616.309,5047630.943,-73.6560902,45.56848158
Ahuntsic-Cartierville,R,1780,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,2016,292628.78,5047655.821,-73.65593105,45.56870566
Ahuntsic-Cartierville,R,1795,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,2016,292617.75,5047672.21,-73.65607277,45.56885294
Ahuntsic-Cartierville,R,1795,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,2016,292624,5047684,-73.65599299,45.56895914
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292547.642,5047537.925,-73.65696759,45.56764337
Ahuntsic-Cartierville,R,1702,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292553.669,5047511.857,-73.65688972,45.56740891
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292574.585,5047588.721,-73.65662368,45.56810093
Ahuntsic-Cartierville,R,1748,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292592.716,5047585.44,-73.65639132,45.56807172
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292584.18,5047607.609,-73.65650123,45.56827105
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292588.994,5047617.42,-73.6564398,45.56835942
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,2016,292599.549,5047636.535,-73.65630506,45.56853161
Ahuntsic-Cartierville,R,1686,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292524.823,5047456.361,-73.65725788,45.56690903
Ahuntsic-Cartierville,R,1674,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292508.76,5047426.149,-73.6574629,45.56663689
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292557.757,5047556.968,-73.65683848,45.56781491
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292579.904,5047598.584,-73.65655579,45.56818977
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Garnier, rue","Pothier, avenue",,FRPE,2016,292542.888,5047528.424,-73.65702825,45.5675578
Ahuntsic-Cartierville,R,1707,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292519.231,5047484.339,-73.65733022,45.56716069
Ahuntsic-Cartierville,R,1695,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292502.298,5047451.718,-73.65754633,45.56686686
Ahuntsic-Cartierville,R,1697,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292507.502,5047462.306,-73.65747992,45.56696222
Ahuntsic-Cartierville,R,1682,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292519.094,5047445.567,-73.657331,45.56681181
Ahuntsic-Cartierville,R,1645,"Prieur Est, rue","Francis, rue","Taché, rue",,FRPE,2016,292433.625,5047317.203,-73.65842269,45.56565524
Ahuntsic-Cartierville,R,1703,"Prieur Est, rue","Taché, rue","Garnier, rue",,FRPE,2016,292512.518,5047471.945,-73.65741591,45.56704905
Ahuntsic-Cartierville,R,1595,"Prieur Est, rue","Curotte, avenue","Francis, rue",,FRPE,2016,292388.188,5047208.668,-73.65900202,45.5646778
Ahuntsic-Cartierville,R,1565,"Prieur Est, rue","Curotte, avenue","Francis, rue",,FRPE,2016,292377.658,5047183.927,-73.65913628,45.56445498
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Christophe-Colomb, avenue","Olympia, boulevard",,FRPE,2016,292286.335,5046964.901,-73.66030057,45.56248248
Ahuntsic-Cartierville,R,1525,"Prieur Est, rue","Hamel, avenue","Curotte, avenue",,FRPE,2016,292351.688,5047121.5,-73.65946738,45.56389278
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Olympia, boulevard","Hamel, avenue",,FRPE,2016,292316.0648,5047035.447,-73.65992153,45.56311781
Ahuntsic-Cartierville,R,1351,"Prieur Est, rue","Sacré-Coeur, avenue du","Christophe-Colomb, avenue",,FRPE,2016,292256.652,5046892,-73.66067894,45.56182597
Ahuntsic-Cartierville,R,1350,"Prieur Est, rue","Sacré-Coeur, avenue du","Christophe-Colomb, avenue",,FRPE,2016,292260.633,5046860,-73.66062712,45.56153809
Ahuntsic-Cartierville,R,1110,"Prieur Est, rue","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,292161.221,5046622.5,-73.66189443,45.5593992
Ahuntsic-Cartierville,R,1110,"Prieur Est, rue","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,292175.4018,5046655.833,-73.66171364,45.5596994
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,292157.455,5046647.5,-73.66194331,45.55962409
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Saint-Charles, rue","Georges-Baril, avenue",,FRPE,2016,292123.877,5046568,-73.66237137,45.55890811
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,292148.858,5046627,-73.6620529,45.55943946
Ahuntsic-Cartierville,R,0,"Prieur Est, rue","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,292154.348,5046640,-73.66198292,45.55955654
Ahuntsic-Cartierville,R,1110,"Prieur Est, rue","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,292180.2994,5046667.966,-73.66165122,45.55980866
Ahuntsic-Cartierville,R,1731,"Pothier, avenue","Garnier, rue","Prieur Est, rue",,FRPESU,2016,292619.632,5047523,-73.65604494,45.56751034
Ahuntsic-Cartierville,R,920,"Port-Royal Est, rue de","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,292965.586,5046160.019,-73.65157989,45.55525179
Ahuntsic-Cartierville,R,920,"Port-Royal Est, rue de","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,292958.841,5046143.104,-73.65166587,45.55509946
Ahuntsic-Cartierville,R,920,"Port-Royal Est, rue de","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,292962.063,5046150.654,-73.65162479,45.55516746
Ahuntsic-Cartierville,R,905,"Port-Royal Est, rue de","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,292942.823,5046140.605,-73.65187098,45.5550767
Ahuntsic-Cartierville,R,920,"Port-Royal Est, rue de","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,292955.62,5046135.203,-73.65170694,45.55502831
Ahuntsic-Cartierville,R,0,"Port-Royal Est, rue de","Lajeunesse, rue","Basile-Routhier, rue",,FRPE,2016,292791.493,5045711,-73.65379871,45.55120839
Ahuntsic-Cartierville,R,905,"Port-Royal Est, rue de","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,292936.969,5046126,-73.6519456,45.55494518
Ahuntsic-Cartierville,R,8559,"Pierre-Dupaigne, rue","Jacques-Casault, rue","Pierre-Dupaigne, place",,FRPE,2016,294697.938,5045937.5,-73.6293867,45.55327677
Ahuntsic-Cartierville,R,8513,"Pierre-Dupaigne, rue","Jacques-Casault, rue","Pierre-Dupaigne, place",,FRAM,2016,294745.219,5045908.5,-73.62878054,45.55301651
Ahuntsic-Cartierville,R,8523,"Pierre-Dupaigne, rue","Jacques-Casault, rue","Pierre-Dupaigne, place",,FRPE,2016,294732.219,5045916.5,-73.6289472,45.55308831
Ahuntsic-Cartierville,R,8501,"Pierre-Dupaigne, rue","Jacques-Casault, rue","Pierre-Dupaigne, place",,FRAM,2016,294756.313,5045898.5,-73.62863824,45.55292668
Ahuntsic-Cartierville,R,9715,"Péloquin, avenue","Port-Royal Est, rue de","Sauvé Est, rue",,FRAMAP,2016,292914.593,5046120.5,-73.65223207,45.55489531
Ahuntsic-Cartierville,R,10420,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPEMS,2016,292957.094,5048139,-73.65173659,45.57305911
Ahuntsic-Cartierville,R,10440,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPEMS,2016,292935.439,5048151.5,-73.65201435,45.57317122
Ahuntsic-Cartierville,R,10250,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293100.363,5048053.5,-73.64989892,45.57229218
Ahuntsic-Cartierville,R,10360,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292993.647,5048117.5,-73.65126774,45.57286627
Ahuntsic-Cartierville,R,10370,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292986.198,5048121,-73.65136326,45.57289764
Ahuntsic-Cartierville,R,10220,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293181.005,5048006,-73.64886459,45.57186611
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293310.776,5047956.5,-73.64720078,45.57142285
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293462.563,5047839,-73.64525336,45.57036804
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293454.844,5047843.5,-73.64535236,45.57040841
Ahuntsic-Cartierville,R,9920,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293439.375,5047853,-73.64555076,45.57049364
Ahuntsic-Cartierville,R,9920,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRAM,2016,293421.563,5047863.5,-73.64577921,45.57058783
Ahuntsic-Cartierville,R,9920,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293446.328,5047848,-73.64546157,45.57044876
Ahuntsic-Cartierville,R,9815,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293523.238,5047830,-73.6444758,45.57028804
Ahuntsic-Cartierville,R,10565,"Papineau, avenue","Prieur Est, rue","Struan, rue",,FRPE,2016,292592.286,5047745.976,-73.65640084,45.56951626
Ahuntsic-Cartierville,R,0,"Papineau, avenue","Prieur Est, rue","Struan, rue",,FRPE,2016,292617.019,5047697.496,-73.65608276,45.56908046
Ahuntsic-Cartierville,R,10450,"Papineau, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292663.445,5047670.297,-73.6554873,45.56883652
Ahuntsic-Cartierville,R,10400,"Papineau, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292718.992,5047636.854,-73.65477484,45.56853656
Ahuntsic-Cartierville,R,10410,"Papineau, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292703.215,5047646.386,-73.6549772,45.56862206
Ahuntsic-Cartierville,R,10600,"Papineau, avenue","Struan, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292537.314,5047745.236,-73.6571051,45.56950864
Ahuntsic-Cartierville,R,10430,"Papineau, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292677.085,5047662.162,-73.65531235,45.56876356
Ahuntsic-Cartierville,R,10265,"Papineau, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292868.459,5047582.047,-73.65285862,45.56804597
Ahuntsic-Cartierville,R,10215,"Papineau, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292911.763,5047556.163,-73.65230321,45.5678138
Ahuntsic-Cartierville,R,9870,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293201.5,5047350,-73.64858644,45.56596357
Ahuntsic-Cartierville,R,10055,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293090.072,5047450.41,-73.65001633,45.56686523
Ahuntsic-Cartierville,R,9905,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293155.068,5047411.626,-73.64918274,45.56651733
Ahuntsic-Cartierville,R,9860,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293211.93,5047344,-73.64845268,45.56590976
Ahuntsic-Cartierville,R,9905,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293111.938,5047437,-73.64973588,45.56674493
Ahuntsic-Cartierville,R,10150,"Papineau, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292984.812,5047479.17,-73.65136551,45.56712224
Ahuntsic-Cartierville,R,10055,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293082.101,5047455.012,-73.65011855,45.5669065
Ahuntsic-Cartierville,R,9845,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293237.896,5047362.242,-73.64812047,45.56607433
Ahuntsic-Cartierville,R,9845,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293246.531,5047357,-73.64800972,45.56602731
Ahuntsic-Cartierville,R,9905,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293201.659,5047383.853,-73.64858521,45.56626819
Ahuntsic-Cartierville,R,9905,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293228.857,5047367.665,-73.6482364,45.56612298
Ahuntsic-Cartierville,R,10230,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292630.344,5046849,-73.65589093,45.56144567
Ahuntsic-Cartierville,R,10122,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292760.708,5046794.709,-73.65421966,45.56095941
Ahuntsic-Cartierville,R,10230,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292614.225,5046855.867,-73.65609758,45.56150718
Ahuntsic-Cartierville,R,10200,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292659.808,5046836.639,-73.6555132,45.56133496
Ahuntsic-Cartierville,R,10210,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292644.251,5046843.278,-73.65571264,45.56139443
Ahuntsic-Cartierville,R,0,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292769.106,5046791.406,-73.654112,45.56092983
Ahuntsic-Cartierville,R,10215,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292655.801,5046861.795,-73.65556515,45.56156125
Ahuntsic-Cartierville,R,10122,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292751.652,5046799.196,-73.65433578,45.56099963
Ahuntsic-Cartierville,R,0,"Olivier-Maurault, avenue","De La Colombière, place","Louvain Est, rue de",,FRAM,2016,293391.841,5046218.5,-73.64612163,45.55578513
Ahuntsic-Cartierville,R,9220,"Olivier-Maurault, avenue","Berthe-Louard, avenue","Joseph-Mélançon, avenue",,FRPE,2016,293654.092,5046093.5,-73.64275974,45.55466459
Ahuntsic-Cartierville,R,9335,"Olivier-Maurault, avenue","Louis-Archambault, avenue","Berthe-Louard, avenue",,FRAMMA,2016,293509.023,5046170.5,-73.6446196,45.55535512
Ahuntsic-Cartierville,R,9290,"Olivier-Maurault, avenue","Joseph-Mélançon, avenue","Louis-Archambault, avenue",,FRAM,2016,293544.406,5046137.5,-73.64416564,45.55505875
Ahuntsic-Cartierville,R,9200,"Olivier-Maurault, avenue","Berthe-Louard, avenue","Joseph-Mélançon, avenue",,FRAM,2016,293682.193,5046082,-73.64239956,45.55456156
Ahuntsic-Cartierville,R,9107,"De Montgolfier, place","De Montgolfier, place","De Galinée, avenue",,FRPESU,2016,293872.781,5046505.5,-73.63996793,45.55837536
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292548.376,5045994.5,-73.65691952,45.55375518
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292573.542,5045983.5,-73.65659692,45.55365664
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292540.255,5045997.5,-73.65702361,45.55378203
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292584.967,5045978.5,-73.65645046,45.55361185
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292481.499,5046022,-73.65777677,45.55400145
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292592.45,5045975.5,-73.65635454,45.55358498
Ahuntsic-Cartierville,R,9525,"Millen, avenue","Louvain Est, rue de","Frémont, rue",,FRPE,2016,293030.219,5045815.5,-73.65074376,45.55215279
Ahuntsic-Cartierville,R,0,"Millen, avenue","Louvain Est, rue de","Frémont, rue",,FRPE,2016,293027.625,5045797.5,-73.65077655,45.55199078
Ahuntsic-Cartierville,R,9375,"Millen, avenue","Chabanel Est, rue","Louvain Est, rue de",,FRPE,2016,293219.5,5045735.5,-73.64831762,45.5514361
Ahuntsic-Cartierville,R,9385,"Millen, avenue","Chabanel Est, rue","Louvain Est, rue de",,FRPE,2016,293202.031,5045743,-73.64854153,45.55150329
Ahuntsic-Cartierville,R,9485,"Millen, avenue","Chabanel Est, rue","Louvain Est, rue de",,FRPE,2016,293097.719,5045786,-73.64987854,45.55188848
Ahuntsic-Cartierville,R,9415,"Millen, avenue","Chabanel Est, rue","Louvain Est, rue de",,FRPE,2016,293174.688,5045754,-73.64889199,45.55160182
Ahuntsic-Cartierville,R,9445,"Millen, avenue","Chabanel Est, rue","Louvain Est, rue de",,FRPE,2016,293139.063,5045769,-73.64934862,45.5517362
Ahuntsic-Cartierville,R,10442,"Merritt, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292907.003,5048051.97,-73.65237626,45.57227513
Ahuntsic-Cartierville,R,10466,"Merritt, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292906.123,5048053.5,-73.65238757,45.57228889
Ahuntsic-Cartierville,R,10466,"Merritt, avenue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292890.658,5048063,-73.65258594,45.57237411
Ahuntsic-Cartierville,R,9870,"Merritt, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293414.113,5047750,-73.64587202,45.5695664
Ahuntsic-Cartierville,R,10070,"Merritt, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293284.3236,5047826.567,-73.64753663,45.57025324
Ahuntsic-Cartierville,R,0,"Merritt, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEPA,2016,293235.245,5047876,-73.64816659,45.57069724
Ahuntsic-Cartierville,R,10051,"Merritt, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293299.011,5047837,-73.64734871,45.57034736
Ahuntsic-Cartierville,R,10775,"De Martigny, rue","André-Ouimet, rue","Gouin Est, boulevard",,FRPE,2016,292540.1928,5048500.363,-73.65708716,45.57630354
Ahuntsic-Cartierville,R,0,"De Martigny, rue","André-Ouimet, rue","Gouin Est, boulevard",,FRPEMS,2016,292566.25,5048454.5,-73.65675214,45.57589131
Ahuntsic-Cartierville,R,0,"De Martigny, rue","André-Ouimet, rue","Gouin Est, boulevard",,FRPE,2016,292583.625,5048465.5,-73.65652979,45.57599059
Ahuntsic-Cartierville,R,10770,"De Martigny, rue","André-Ouimet, rue","Gouin Est, boulevard",,FRPE,2016,292526.406,5048488,-73.6572635,45.57619205
Ahuntsic-Cartierville,R,10775,"De Martigny, rue","André-Ouimet, rue","Gouin Est, boulevard",,FRPE,2016,292552.5178,5048489.71,-73.65692897,45.5762079
Ahuntsic-Cartierville,R,10740,"De Martigny, rue","Henri-Bourassa Est, boulevard","André-Ouimet, rue",,FRPE,2016,292596.063,5048437.5,-73.65636972,45.57573886
Ahuntsic-Cartierville,R,0,"De Martigny, rue","Henri-Bourassa Est, boulevard","André-Ouimet, rue",,FRPE,2016,292624.75,5048420.5,-73.65600173,45.57558639
Ahuntsic-Cartierville,R,10274,"Marquette, rue","Sauriol Est, rue","Fleury Est, rue",,FRAMAP,2016,292837.089,5047471,-73.65325779,45.5670462
Ahuntsic-Cartierville,R,10274,"Marquette, rue","Sauriol Est, rue","Fleury Est, rue",,FRAMAP,2016,292823.456,5047478.5,-73.65343263,45.56711345
Ahuntsic-Cartierville,R,10229,"Marquette, rue","Sauriol Est, rue","Fleury Est, rue",,FRAMKL,2016,292880.231,5047466,-73.65270498,45.56700195
Ahuntsic-Cartierville,R,1475,"Louvain Est, rue de","Antoine-Déat, rue","Papineau, avenue / Voie latérale Ouest",,FRPE,2016,293621.676,5047022.5,-73.64319617,45.5630235
Ahuntsic-Cartierville,R,1480,"Louvain Est, rue de","Antoine-Déat, rue","Papineau, avenue / Voie latérale Ouest",,FRPE,2016,293662.708,5047031,-73.64267074,45.56310064
Ahuntsic-Cartierville,R,1445,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293585.452,5046962,-73.64365881,45.56247852
Ahuntsic-Cartierville,R,1455,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293591.052,5046970.5,-73.64358727,45.5625551
Ahuntsic-Cartierville,R,1400,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRAM,2016,293572.5,5046879,-73.64382282,45.56173145
Ahuntsic-Cartierville,R,1420,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293593.479,5046915,-73.64355491,45.56205573
Ahuntsic-Cartierville,R,1424,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293599.825,5046926,-73.64347387,45.56215481
Ahuntsic-Cartierville,R,1434,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293615.131,5046949.5,-73.64327834,45.56236652
Ahuntsic-Cartierville,R,1360,"Louvain Est, rue de","Antoine-Déat, rue","André-Grasset, avenue",,FRPE,2016,293536.733,5046812.5,-73.64427946,45.56113249
Ahuntsic-Cartierville,R,1414,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293587.318,5046902.5,-73.64363355,45.56194315
Ahuntsic-Cartierville,R,1445,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293581.532,5046954,-73.64370884,45.56240647
Ahuntsic-Cartierville,R,1405,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293539.346,5046883.5,-73.64424762,45.56177141
Ahuntsic-Cartierville,R,1415,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPE,2016,293545.133,5046892,-73.64417369,45.56184799
Ahuntsic-Cartierville,R,1475,"Louvain Est, rue de","Antoine-Déat, rue","Papineau, avenue / Voie latérale Ouest",,FRPE,2016,293616.702,5047014,-73.64325969,45.56294694
