Nom_arrond,Invent,no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Injections,x,y,longitude,latitude
LaSalle,R,8877,"LaSalle, boulevard","67e, avenue","68e, avenue",,FRPE,2016,294855.189,5030627.346,-73.62706256,45.41551157
LaSalle,R,9269,"LaSalle, boulevard","80e, avenue","90e, avenue",,FRPE,2016,293551.014,5030801.971,-73.64372964,45.4170632
LaSalle,R,9269,"LaSalle, boulevard","80e, avenue","90e, avenue",,FRPE,2016,293550.6318,5030802.865,-73.64373455,45.41707123
LaSalle,R,9269,"LaSalle, boulevard","80e, avenue","90e, avenue",,FRPE,2016,293565.5707,5030784.737,-73.64354326,45.41690834
LaSalle,R,9431,"LaSalle, boulevard","Greenfeld, terrasse","Orchard, avenue",,FRPE,2016,293246.379,5031068.641,-73.64762824,45.41945787
LaSalle,R,9619,"LaSalle, boulevard","Bélanger, avenue","Oblats, rue des",,FRPE,2016,292636.5922,5031464.008,-73.65542962,45.42300525
LaSalle,R,9733,"LaSalle, boulevard","Strathyre, avenue","Dupras, avenue",,FRPE,2016,292120.47,5031878.306,-73.66203551,45.42672415
LaSalle,R,9735,"LaSalle, boulevard","Strathyre, avenue","Dupras, avenue",,FRPE,2016,292113.34,5031883.139,-73.66212675,45.42676751
LaSalle,R,9761,"LaSalle, boulevard","Dupras, avenue","Lyette, rue",,FRPE,2016,292064.552,5031918.696,-73.66275114,45.42708659
LaSalle,R,9773,"LaSalle, boulevard","Dupras, avenue","Lyette, rue",,FRAM,2016,292022.09,5031935.382,-73.66329421,45.42723596
LaSalle,R,9773,"LaSalle, boulevard","Dupras, avenue","Lyette, rue",,FRAM,2016,292021.284,5031935.727,-73.66330452,45.42723905
LaSalle,R,9773,"LaSalle, boulevard","Dupras, avenue","Lyette, rue",,FRAM,2016,292020.249,5031935.612,-73.66331774,45.427238
LaSalle,R,9783,"LaSalle, boulevard","Dupras, avenue","Lyette, rue",,FRPE,2016,291989.294,5031954.944,-73.66371383,45.42741139
LaSalle,R,0,"LaSalle, boulevard","67e, avenue","68e, avenue",,FRPE,2016,294896.616,5030622.51,-73.62653316,45.41546864
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294815.4456,5030638.849,-73.62757058,45.41561452
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294804.1423,5030639.884,-73.62771503,45.41562367
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294799.1283,5030639.63,-73.62777908,45.41562131
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294796.8624,5030640.295,-73.62780805,45.41562727
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294777.4,5030642.766,-73.62805676,45.41564922
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294763.59,5030646.909,-73.6282333,45.4156863
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294749.782,5030651.281,-73.62840981,45.41572545
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294736.664,5030655.884,-73.62857751,45.41576668
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294695.928,5030661.41,-73.6290981,45.41581582
LaSalle,R,0,"LaSalle, boulevard","68e, avenue","75e, avenue",,FRPE,2016,294651.74,5030667.392,-73.6296628,45.41586901
